Year,Function,Algorithm,Run,Error
2020,F8,SSA,2,102.54411599228433
2020,F8,HHO,1,113.37309847187089
2020,F8,HHO,2,107.00989561428196
2020,F9,SBOA,1,200.00032271440978
2020,F8,MPA,1,108.8134963196876
2020,F9,SBOA,2,200.00123744077382
2020,F8,MPA,2,-1958.1650581777426
2020,F9,WOA,1,1836.966150178403
2020,F9,WOA,2,1212.1285816877398
2020,F9,ISBOA,1,200.0349138617148
2020,F9,ISBOA,2,200.0202784580856
2020,F8,AOA,1,-2164.8714760546495
2020,F8,AOA,2,-2397.8675065834527
2020,F9,GWO,2,232.15373240511735
2020,F9,GWO,1,653.4890899690154
2022,F1,SBOA,1,1.1968495527980849e-08
2022,F1,SBOA,2,4.843627721129451e-10
2022,F1,ISBOA,1,7.150964620450395e-07
2022,F1,ISBOA,2,6.378462558132014e-07
2020,F9,SCA,1,1294.552503892316
2020,F9,SCA,2,1766.2747869356308
2020,F9,SSA,1,200.0011686416574
2022,F1,GWO,1,77.55485911564472
2022,F1,GWO,2,59.516731048538475
2022,F1,WOA,1,11074.95766137605
2020,F9,SSA,2,200.00171762676473
2022,F1,WOA,2,8576.294631414266
2022,F1,SCA,1,168.82574525828977
2022,F1,SSA,1,4.5923798097646795e-10
2022,F1,SSA,2,1.7845991351350676e-09
2022,F1,SCA,2,620.8336162308941
2022,F1,HHO,1,11.215433771205312
2022,F1,HHO,2,13.186271840140535
2022,F1,MPA,1,0.38553102909543213
2022,F1,MPA,2,0.9648534884842093
2020,F9,HHO,2,304.1737068256698
2020,F9,HHO,1,252.244885727348
2022,F1,AOA,1,0.023247054394175848
2022,F1,AOA,2,0.02080948177155051
2020,F9,MPA,2,233.93448812317365
2020,F9,MPA,1,269.08222726304484
2020,F9,AOA,1,214.4068058534549
2020,F9,AOA,2,207.1009400806388
2022,F10,SBOA,1,-1391.1556555201125
2022,F10,SBOA,2,40.32701854868992
2022,F10,ISBOA,1,-29.18992429960008
2022,F10,WOA,2,-772.6871221298977
2022,F10,ISBOA,2,320.5621421167739
2022,F10,WOA,1,245.77065093397914
2022,F10,SSA,2,-2371.2779364479147
2022,F10,SSA,1,-1425.4950794447425
2022,F10,SCA,1,-183.77537793132296
2022,F10,SCA,2,-489.706580179846
2022,F10,HHO,2,-1489.4947383209549
2022,F10,HHO,1,152.3811285521815
2022,F10,GWO,1,-823.6524353477957
2022,F10,GWO,2,149.05964868865794
2022,F10,MPA,1,-1337.0015056860948
2022,F10,MPA,2,-1316.1075518425355
2022,F10,AOA,1,-2673.9074341392825
2022,F10,AOA,2,-2437.4972233324224
2022,F11,SBOA,1,2.6061085009132512e-05
2022,F11,SBOA,2,9.639066320232814e-06
2022,F11,WOA,1,46.21649327064779
2022,F11,WOA,2,73.32183488619603
2022,F11,SCA,2,21.667675538161348
2022,F11,SSA,2,879.6782874664259
2022,F11,ISBOA,1,0.00018644995179784019
2022,F11,SSA,1,847.6899686897887
2022,F11,SCA,1,23.690527679106708
2022,F11,ISBOA,2,0.0002377025152782153
2022,F11,HHO,1,0.7897042235454137
2022,F11,GWO,2,6.602490054149257
2022,F11,HHO,2,1.2954944714069825
2022,F11,GWO,1,956.4991230275737
2022,F11,MPA,1,0.2915179333776905
2022,F11,MPA,2,0.5489610360550614
2022,F11,AOA,2,23.066474523148372
2022,F11,AOA,1,21.71457189826333
2022,F12,WOA,1,220.8622425707108
2022,F12,SBOA,2,161.68017947037742
2022,F12,SBOA,1,160.0673135615648
2022,F12,SCA,1,173.25245331304177
2022,F12,SCA,2,175.7300287496987
2022,F12,SSA,2,163.08387425430692
2022,F12,WOA,2,289.6883599218104
2022,F12,SSA,1,156.70539491374848
2022,F12,ISBOA,1,165.8973205985444
2022,F12,ISBOA,2,159.35739533008064
2022,F12,GWO,1,161.78318437153484
2022,F12,GWO,2,145.05862176828668
2022,F2,SBOA,1,8.916101928699788
2022,F2,SBOA,2,8.91610204271501
2022,F2,WOA,1,393.636502728083
2022,F2,WOA,2,196.5689182788908
2022,F2,SCA,1,48.73840068740367
2022,F2,ISBOA,1,8.916102831266983
2022,F2,ISBOA,2,4.401505601807173
2022,F2,SCA,2,124.29603699209656
2022,F2,GWO,1,12.04703179458187
2022,F2,GWO,2,70.90940030123409
2022,F2,SSA,1,0.07289136586848599
2022,F2,SSA,2,4.019187420316655
2022,F2,HHO,1,70.0950496285667
2022,F2,HHO,2,68.95751647392007
2022,F2,MPA,1,0.7783498931613622
2022,F2,MPA,2,0.3662754850917622
2022,F2,AOA,1,8.938384195453352
2022,F2,AOA,2,8.940708013235394
2022,F12,HHO,2,196.31119221806694
2022,F12,HHO,1,262.26444294986595
2022,F3,SBOA,1,0.0
2022,F3,SBOA,2,0.0
2022,F3,ISBOA,1,1.057287590811029e-11
2022,F3,ISBOA,2,1.8985701899509877e-11
2022,F3,WOA,1,0.021997945598400293
2022,F3,WOA,2,0.06177635602978171
2022,F3,GWO,1,0.0015462010957207895
2022,F3,SCA,1,0.04921594558129527
2022,F3,SSA,1,1.1368683772161603e-13
2022,F3,SSA,2,1.1368683772161603e-13
2022,F3,GWO,2,0.0017861502977893906
2022,F3,SCA,2,0.09613531110164786
2022,F3,HHO,1,0.000341349969176008
2022,F3,HHO,2,0.00011761676660171361
2022,F3,MPA,1,1.7169351735901728e-05
2022,F3,MPA,2,4.38888918097291e-05
2022,F3,AOA,1,8.601621175330365e-07
2022,F3,AOA,2,2.033906866927282e-06
2022,F12,MPA,2,153.2177335907727
2022,F12,MPA,1,155.73997601978863
2022,F12,AOA,1,214.65061364906842
2022,F12,AOA,2,154.49465480330036
2022,F4,SBOA,2,30.00000000003729
2022,F4,SBOA,1,36.000000058595674
2022,F4,WOA,1,40.25542931308382
2022,F4,ISBOA,2,18.000000043539785
2022,F4,ISBOA,1,8.000000467382165
2022,F4,WOA,2,64.0
2022,F4,GWO,1,20.000062945275204
2022,F4,GWO,2,50.000120208394605
2022,F4,SCA,1,34.18993350602011
2022,F4,SCA,2,60.76477702369823
2022,F4,SSA,1,56.00000000000898
2022,F4,SSA,2,18.0
2022,F4,HHO,1,44.00000000000068
2022,F5,SBOA,1,2.136528109986102e-06
2022,F4,HHO,2,36.0
2022,F5,SBOA,2,1.1517591929077753e-06
2022,F4,MPA,1,14.243149477878546
2022,F4,MPA,2,14.237048799735248
2022,F5,ISBOA,1,2.0946799850207753e-09
2022,F5,WOA,1,0.35295951413991133
2022,F5,ISBOA,2,7.3548562795622274e-09
2022,F5,GWO,1,0.0018845864948389135
2022,F5,WOA,2,1.0153317184966681
2022,F5,GWO,2,0.9100226067118911
2022,F5,SCA,1,0.5144921973438841
2022,F5,SCA,2,0.38351804441367676
2022,F4,AOA,1,109.46306167163561
2022,F4,AOA,2,80.0000849236867
2022,F5,SSA,1,1.2505552149377763e-12
2022,F5,SSA,2,0.5438522690099035
2022,F5,HHO,2,0.18263410395206847
2022,F5,HHO,1,0.1842927975742441
2022,F5,MPA,1,0.0036637046051737343
2022,F5,MPA,2,0.0022879323327060774
2022,F5,AOA,1,5.53178233244887
2022,F5,AOA,2,1.0221203409114423
2022,F6,WOA,1,2711880.389158408
2022,F6,SBOA,1,29327.006741037512
2022,F6,WOA,2,181059.94892029287
2022,F6,SBOA,2,32639.270316479728
2022,F6,SCA,2,3572371.3939978248
2022,F6,SCA,1,874812.2067970252
2022,F6,SSA,1,47569.851835047135
2022,F6,ISBOA,1,2918.6140402186147
2022,F6,ISBOA,2,427.270217137117
2022,F6,SSA,2,25554.96631962416
2022,F6,GWO,1,47169.473847495006
2022,F6,GWO,2,11233.724871560362
2022,F6,HHO,1,25464.443045908705
2022,F6,HHO,2,20418.0455220069
2022,F6,MPA,1,589.4656863303462
2022,F6,MPA,2,271.9695393436414
2022,F6,AOA,1,58393.60400435825
2022,F6,AOA,2,46483.05963759709
2022,F7,SBOA,1,23.961750491415614
2022,F7,WOA,1,154.77900972416091
2022,F7,SBOA,2,56.093528179891564
2022,F7,SCA,1,106.12552933235884
2022,F7,ISBOA,1,24.709610958089343
2022,F7,WOA,2,96.4130236109886
2022,F7,SCA,2,113.53142373792616
2022,F7,SSA,1,34.06864906906708
2022,F7,ISBOA,2,24.971388118166942
2022,F7,GWO,1,58.16720217687225
2022,F7,GWO,2,134.90976770399084
2022,F7,SSA,2,79.89935095238798
2022,F7,HHO,2,61.74645865821549
2022,F7,HHO,1,124.3959013160138
2022,F7,MPA,1,36.848524462358455
2022,F7,MPA,2,45.32371624665939
2022,F7,AOA,1,37.03557499411704
2022,F7,AOA,2,43.12689847846673
2022,F8,SBOA,1,23.706760451208993
2022,F8,SBOA,2,21.640224848748403
2022,F8,SCA,2,251.68564257289745
2022,F8,SCA,1,815.4878611447152
2022,F8,WOA,1,816.6681844065924
2022,F8,ISBOA,1,23.110105269430278
2022,F8,WOA,2,1777.2854573146928
2022,F8,SSA,1,244.1490707870921
2022,F8,ISBOA,2,24.040018432459874
2022,F8,SSA,2,38.28274671985537
2022,F8,GWO,2,241.81284017862208
2022,F8,GWO,1,53.88509894177332
2022,F8,HHO,1,139.83478101938363
2022,F8,HHO,2,598.1531222332087
2022,F9,WOA,1,479.2533848855164
2022,F9,SBOA,1,1.4234767727216422
2022,F9,SBOA,2,359.2394621661442
2022,F9,WOA,2,39.92981777740988
2022,F9,SCA,1,113.60938616789872
2022,F9,ISBOA,1,0.0005060274129391473
2022,F9,ISBOA,2,0.0010533589529586607
2022,F9,SCA,2,412.81860833110886
2022,F9,GWO,1,426.47245030575004
2022,F9,GWO,2,424.22428157154263
2022,F9,SSA,1,1.288694284085068e-05
2022,F9,SSA,2,361.40555547232543
2022,F9,HHO,2,8.69785564726044
2022,F9,MPA,2,1.8848551180381037
2022,F9,HHO,1,477.38291696331316
2022,F9,AOA,1,243.46495348371445
2022,F9,MPA,1,2.55034879159939
2022,F9,AOA,2,362.3867179351446
2022,F8,MPA,1,24.248568764413903
2022,F8,MPA,2,28.075577882631478
2022,F8,AOA,1,90.86041554861549
2022,F8,AOA,2,39.41144921134992
